n,r,m
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIBAWA_KE {raw_relation: DIBAWA_KE, sentence_id: 1603, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: setra tempat pembakaran, id: setra_tempat_pembakaran})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIBAWA_KE {raw_relation: DIBAWA_KE, sentence_id: 3906, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: balai-balai tempat jenazah, id: balai_balai_tempat_jenazah})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIPASANG {raw_relation: DIPASANG, sentence_id: 370, confidence: MED}]","(:Node:SARANA_RITUAL {name: itik-itik, id: itik_itik, DIPASANG_PADA: [ibu jari tangan dan kaki]})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIMASUKKAN_KE_DALAM {raw_relation: DIMASUKKAN_KE_DALAM, sentence_id: 370, confidence: MED}]","(:Node:SARANA_RITUAL {name: slepa/peti, id: slepa_peti})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIBUNGKUS_DENGAN {raw_relation: DIBUNGKUS_DENGAN, sentence_id: 3791, confidence: HIGH}]","(:Node:SARANA_RITUAL {name: kain putih, id: kain_putih})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIBERI {raw_relation: DIBERI, sentence_id: 1034, confidence: HIGH}]","(:Node:SARANA_RITUAL {name: langse, id: langse})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DITURUNKAN_DI {raw_relation: DITURUNKAN_DI, sentence_id: 2040, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: kuburan, DIBONGKAR: [untuk mengambil tulang belulang], id: kuburan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:TERTANAM_TITIP_DI {raw_relation: TERTANAM_TITIP_DI, sentence_id: 2234, confidence: MED}]","(:Node:BANGUNAN_RITUAL {aliases: [sebuah setra], name: setra, id: setra})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIISI_DENGAN {raw_relation: DIISI_DENGAN, sentence_id: 3546, confidence: MED}]","(:Node:SARANA_RITUAL {name: kawangen di tangan, id: kawangen_di_tangan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIAMBIL_DARI {raw_relation: DIAMBIL_DARI, sentence_id: 3339, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {name: balai tempat jenazah disemayamkan, id: balai_tempat_jenazah_disemayamkan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:DIDUDUKKAN_DULU_SEBELUM {raw_relation: DIDUDUKKAN_DULU_SEBELUM, sentence_id: 3354, confidence: MED}]","(:Node:SARANA_RITUAL {name: tidur tertelentang di pepaga/asagan, id: tidur_tertelentang_di_pepaga_asagan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})","[:MENUJU {raw_relation: NAIK_KE, sentence_id: 3354, confidence: HIGH}]","(:Node:SARANA_RITUAL {DILETAKKAN_DI: [halaman rumah], BERFUNGSI_SEBAGAI: [balai-balai alas ngringkes], aliases: [asagan, atas pepaga/asagan, dusa, pepaga atau asagan, pepaga/asagan], name: pepaga, id: pepaga, TERBUAT_DARI: [bambu, hitungan galir, hitungan galur, hitungan likah, hitungan wangke, hitungan wangkong]})"
